48	000338	潍柴动力 点评	汽车制造	9.52	0.74%	411	10	-2.06	24.61	-5581	-.14	-.01	-10.53	8.46	-4.7	0	0	-5.1	.4	2.5	2.2	130	0.91	10.2	15.3	52.2	51.8	18.3	15.8	19.3	17.1	2.90	0.78
49	601600	中国铝业 点评	有色金属	4.10	0.74%	449	54	-.49	-49.32	5983	.14	0	20.43	-5.84	12.3	1	1	16.1	-3.8	-7.1	-5.2	135	1.13	37.0	20.9	36.8	40.6	11.2	18.3	15.0	20.2	1.09	1.47
50	600900	长江电力 点评	电热供应	17.67	0.74%	2033	34	6.83	7.29	-310	0	-.01	-7.92	-5.45	-.7	5	0	-8.6	7.9	2.7	-2.0	139	0.90	18.4	27.0	51.0	43.1	14.2	11.5	16.4	18.4	0.22	1.15
51	601229	上海银行 点评	金融服务	15.87	0.70%	588	7	1.99	7.59	-362	-.01	-.04	-14.86	22.28	-1.7	4	0	8.2	-9.9	-2.9	4.6	108	0.79	14.5	6.3	38.7	48.6	18.1	21.0	28.7	24.1	0.36	0.57
52	601111	中国国航 点评	航空运输	11.73	0.69%	1108	15	1.21	3.08	1130	.01	0	1.41	7.26	2.8	1	1	-5.2	8	.5	-3.3	137	0.98	17.7	22.9	52.4	44.4	13.4	12.9	16.5	19.8	0.36	1.01
53	600008	首创股份 点评	水供应	4.35	0.69%	210	61	-10.86	-15.53	1289	.06	.03	25.4	7.99	16.8	5	1	28.6	-11.8	-9.4	-7.4	99	1.19	39.5	10.9	18.3	30.1	15.8	25.2	26.4	33.8	0.37	1.30
54	600019	宝钢股份 点评	黑色金属	8.97	0.67%	1981	10	-11.54	5.9	12316	.06	.04	41.6	3.59	15.9	5	1	4.4	11.5	-10.3	-5.6	135	1.44	18.3	13.9	56.9	45.4	12.7	23.0	12.1	17.7	0.39	1.28
55	601328	交通银行 点评	金融服务	6.01	0.67%	2359	6	.84	-4.3	2429	.01	0	23.45	5.82	7	1	1	-2.2	9.2	-2.7	-4.3	144	1.25	30.3	32.5	45.3	36.1	11.8	14.5	12.6	16.9	0.15	1.21
56	600919	江苏银行 点评	金融服务	6.82	0.59%	406	6	-9.55	-12.9	335	.01	.01	4.63	13.04	2	2	1	-5.1	7.1	.8	-2.8	111	1.05	10.8	15.9	45.5	38.4	19.0	18.2	24.7	27.5	0.41	0.74
57	300003	乐普医疗 点评	专用设备	35.98	0.59%	506	53	34.45	46.86	480	.01	-.01	1.03	-3	1.7	6	2	.6	1.1	-2.1	0.4	80	0.98	2.1	1.5	38.5	37.4	23.1	25.2	36.3	35.9	0.56	0.73
58	600157	永泰能源 点评	煤炭采选	1.76	0.57%	219	11	-48.08	-47.62	-2298	-.1	-.06	-25.38	7.64	-10	1	0	-7.4	-2.6	3.4	6.6	109	0.76	12.6	20.0	36.8	39.4	23.9	20.5	26.7	20.1	1.05	1.22
59	601288	农业银行 点评	金融服务	3.63	0.55%	10674	5	.83	2.78	9424	.01	0	41.48	16.08	10.8	1	1	13.7	-2.9	-2.5	-8.3	158	1.45	54.4	40.7	30.0	32.9	7.2	9.7	8.4	16.7	0.08	1.26
60	601988	中国银行 点评	金融服务	3.75	0.54%	7904	6	.27	-3.6	4845	.01	0	23.81	14.36	10	1	1	8.7	1.3	-2.1	-7.9	145	1.21	42.6	33.9	34.8	33.5	9.3	11.4	13.3	21.2	0.06	1.57
61	601818	光大银行 点评	金融服务	3.89	0.52%	1549	6	0	-5.58	2214	.01	0	20.25	6.92	7.7	1	1	9.7	-2	-.8	-6.9	143	1.19	31.3	21.6	44.3	46.3	8.6	9.4	15.8	22.7	0.19	1.25
62	000961	中南建设 点评	土木工程	7.69	0.52%	285	19	9.08	28.17	-1508	-.05	-.27	-17.96	17.1	-5.8	7	0	-1.8	-4	1	4.8	86	0.76	1.9	3.7	38.3	42.3	21.2	20.2	38.6	33.8	0.90	1.39
63	600369	西南证券 点评	金融服务	3.94	0.51%	222	20	-12.83	-18.09	-171	-.01	-.04	-17.38	13.31	-3.5	3	0	2.7	-6.2	-.9	4.4	91	0.74	2.7	0.0	40.9	47.1	14.9	15.8	41.5	37.1	0.22	0.95
64	600703	三安光电 点评	电子设备	19.50	0.46%	795	20	-23.38	-29.12	-3686	-.05	-.05	-21.33	-6.09	-6.7	7	0	-5.1	-1.6	1.6	5.1	116	0.78	5.8	10.9	48.7	50.3	19.2	17.6	26.3	21.2	0.70	0.66
65	600028	中国石化 点评	石油开采	6.49	0.46%	6202	10	.93	8.89	3646	.01	0	11.09	8.13	7.7	1	1	.2	7.5	-9.6	1.9	118	1.06	17.7	17.5	45.3	37.8	16.0	25.6	21.0	19.1	0.08	0.81
66	601997	贵阳银行 点评	金融服务	13.04	0.46%	162	6	-14.88	-7.06	-107	-.01	0	-2.04	-10.77	-.7	3	0	-6.6	5.9	2.2	-1.5	138	0.98	8.8	15.4	60.0	54.1	12.3	10.1	18.9	20.4	0.95	1.48
67	601628	中国人寿 点评	保险业	24.68	0.45%	5139	13	.98	-18.12	-809	0	0	-8.19	7.1	-2.8	0	0	-20.8	18	.5	2.3	140	0.93	10.7	31.5	57.7	39.7	13.2	12.7	18.4	16.1	0.06	1.24
68	600309	万华化学 点评	化学制品	47.96	0.44%	1311	9	29.62	31.61	-13314	-.1	-.13	-32.74	6.83	-6.2	3	0	.7	-6.9	1.9	4.3	160	0.72	32.8	32.1	43.9	50.8	12.1	10.2	11.2	6.9	1.64	0.66
69	600660	福耀玻璃 点评	非金属	25.68	0.43%	514	29	-1.15	-5.93	3103	.06	.06	31.8	4.72	11.2	4	1	-1.9	13.1	-2.1	-9.1	131	1.36	20.1	22.0	51.0	37.9	13.5	15.6	15.4	24.5	0.54	0.84
70	002572	索菲亚 点评	家具制造	37.04	0.43%	230	83	1.67	9.59	-538	-.02	-.02	-6.06	8.49	-4.8	2	0	1.2	-6	12.3	-7.5	60	0.96	4.3	3.1	23.3	29.3	34.0	21.7	38.4	45.9	0.49	0.72
71	601601	中国太保 点评	保险业	36.14	0.42%	2272	22	3.79	-13.25	-3868	-.02	0	-2.23	3.19	-4.7	0	0	-.6	-4.1	3.2	1.5	137	1.04	23.1	23.7	43.0	47.1	14.3	11.1	19.6	18.1	0.36	0.89
